,orig_index,Comment,Tile,Trainer,geometry,group,subID
423,39,NaN,22W_11,David,"POLYGON ((519996.0996643308 4518767.053126788, 519997.6157375474 4518766.656216048, 519997.58048003074 4518765.06857309, 519996.20543688076 4518765.0024213, 519996.0996643308 4518767.053126788))",random,4
424,40,NaN,22W_11,David,"POLYGON ((519988.6250707977 4518758.05648336, 519989.82382636436 4518757.196510091, 519989.0481609977 4518756.138081453, 519988.2372381144 4518756.931902931, 519988.6250707977 4518758.05648336))",random,5
425,41,NaN,22W_11,David,"POLYGON ((519985.6634393978 4518778.034323912, 519986.58013483114 4518778.365082862, 519987.07374006446 4518777.505109593, 519985.98075704783 4518777.042047064, 519985.6634393978 4518778.034323912))",random,6
426,42,NaN,22W_11,David,"POLYGON ((519985.55766684783 4518764.208599822, 519986.47436228115 4518764.340903401, 519986.2980746978 4518763.017867603, 519985.6634393978 4518763.084019393, 519985.55766684783 4518764.208599822))",random,7
427,43,,22W_11,David,"POLYGON ((519991.4587032656 4518750.353781193, 519992.4251564134 4518750.979058528, 519992.85839403135 4518750.416308926, 519992.2252005897 4518749.22828199, 519991.4587032656 4518750.353781193))",random,8
428,44,,22W_11,David,"POLYGON ((519983.6271001714 4518750.47883666, 519984.49357540737 4518750.791475328, 519984.6268792898 4518750.228725726, 519983.7937300245 4518749.290809724, 519983.6271001714 4518750.47883666))",random,9
429,45,,22W_11,David,"POLYGON ((519979.03171633824 4518779.162043252, 519979.4646642747 4518779.272813755, 519979.7008176946 4518778.71896124, 519979.48434372636 4518778.257417478, 519979.1202738707 4518778.386649731, 519979.03171633824 4518779.162043252))",random,10
430,46,,CN_38,David,"POLYGON ((519843.2496404969 4517065.572758222, 519843.77945568966 4517066.526971322, 519844.6624810109 4517065.859022152, 519844.5211969595 4517065.222880086, 519843.63817163825 4517065.127458775, 519843.2496404969 4517065.572758222))",random,0
431,47,,CN_38,David,"POLYGON ((519842.1900101115 4517061.628677411, 519842.8964303684 4517061.978555548, 519843.2496404969 4517061.183377964, 519842.82578834274 4517060.897114035, 519842.1546890986 4517061.024342448, 519842.1900101115 4517061.628677411))",random,1
432,48,,CN_38,David,"POLYGON ((519827.5671107921 4517058.25712446, 519827.814357882 4517058.766038113, 519828.48545712617 4517058.6388097, 519828.5914201647 4517058.002667634, 519828.0262839591 4517057.811825014, 519827.5671107921 4517058.25712446))",random,2
433,49,,CN_38,David,"POLYGON ((519829.3331614345 4517061.914941341, 519829.4038034602 4517062.614697614, 519830.1102237172 4517062.900961543, 519830.39279182 4517062.042169754, 519830.00426067866 4517061.692291617, 519829.3331614345 4517061.914941341))",random,3
434,50,,CN_38,David,"POLYGON ((519832.5826946166 4517063.918788849, 519833.0771887965 4517064.236859883, 519833.5716829764 4517064.427702502, 519833.9248931048 4517063.696139127, 519833.71296702774 4517063.378068093, 519833.2184728479 4517063.34626099, 519832.5826946166 4517063.918788849))",random,4
435,51,,CN_38,David,"POLYGON ((519828.1322469977 4517073.079234604, 519828.3088520619 4517073.492726947, 519829.1212353574 4517073.747183774, 519829.22719839594 4517073.015620397, 519828.7327042161 4517072.633935157, 519828.1322469977 4517073.079234604))",random,5
436,52,,CN_38,David,"POLYGON ((519824.3882196357 4517072.8565848805, 519824.88271381555 4517073.301884327, 519825.8010601496 4517073.047427501, 519825.73041812395 4517072.538513848, 519824.8120717899 4517072.188635712, 519824.3882196357 4517072.8565848805))",random,6
437,53,,CN_38,David,"POLYGON ((519817.1827330145 4517063.6007178165, 519817.21805402735 4517064.077824366, 519818.0304373229 4517064.49131671, 519818.4896104899 4517063.9505959535, 519818.1010793486 4517063.34626099, 519817.1827330145 4517063.6007178165))",random,7
438,54,,CN_38,David,"POLYGON ((519819.03119935363 4517079.255113834, 519819.2372385952 4517079.737521567, 519819.8965641684 4517079.514871844, 519819.97897986503 4517079.106680685, 519819.5669013818 4517078.809814387, 519819.03119935363 4517079.255113834))",random,8
439,55,,CN_38,David,"POLYGON ((519835.7203779247 4517076.620425442, 519835.88520931796 4517077.251266325, 519837.039029071 4517077.139941463, 519836.95661337435 4517076.546208868, 519836.3797034978 4517075.952476273, 519835.7203779247 4517076.620425442))",random,9
440,56,,CN_38,David,"POLYGON ((519834.5665581716 4517083.151483989, 519834.6901817166 4517083.67100001, 519835.1846758964 4517083.819433158, 519835.76158577297 4517083.448350287, 519835.88520931796 4517082.854617692, 519835.14346804813 4517082.74329283, 519834.5665581716 4517083.151483989))",random,10
441,57,,CN_38,David,"POLYGON ((519820.9267603765 4517054.132803397, 519821.2976310114 4517054.652319418, 519821.9569565846 4517054.652319418, 519822.12178797787 4517054.021478536, 519821.5448781013 4517053.539070803, 519820.9267603765 4517054.132803397))",random,11
442,58,,29-30_42,David,"POLYGON ((525281.9574481959 4516628.725601243, 525282.6189050616 4516629.519349482, 525284.4048385991 4516628.9901839895, 525284.2725472259 4516627.7334159445, 525282.6850507482 4516627.468833199, 525281.9574481959 4516628.725601243))",random,0
443,59,,29-30_42,David,"POLYGON ((525286.9582550068 4516643.847275117, 525287.2720758087 4516644.271856202, 525287.9366375067 4516644.124175825, 525288.1396980255 4516643.754974881, 525287.4935963748 4516643.385773938, 525286.9582550068 4516643.847275117))",random,1
444,60,,29-30_42,David,"POLYGON ((525280.1353019252 4516631.49169207, 525279.8421632133 4516632.107283365, 525280.545696122 4516632.664246918, 525281.0733458035 4516631.667575297, 525280.7215793491 4516631.139925615, 525280.1353019252 4516631.49169207))",random,2
445,61,,22W_14,David,"POLYGON ((519568.3227729653 4518171.556884302, 519568.82907985523 4518171.892100061, 519569.77418604976 4518171.350597681, 519569.3016329525 4518170.834881127, 519568.72781847726 4518170.989596093, 519568.3227729653 4518171.556884302))",random,0
446,62,,22W_14,David,"POLYGON ((519561.36949167703 4518164.568925001, 519562.31459787156 4518163.950065136, 519561.9095523596 4518163.511706066, 519561.5045068477 4518163.202276134, 519561.0319537504 4518163.305419444, 519560.79567720176 4518163.975850964, 519561.36949167703 4518164.568925001))",random,1
447,63,,22W_14,David,"POLYGON ((519577.6471921831 4518186.464100523, 519578.52537737496 4518187.027639415, 519579.05228849 4518186.356759782, 519578.49024996726 4518185.659044963, 519577.5769373678 4518186.088407928, 519577.6471921831 4518186.464100523))",random,2
448,64,,22W_14,David,"POLYGON ((519588.0800322617 4518187.2154857125, 519589.09872708423 4518187.510672751, 519589.76614783 4518186.544606079, 519589.0284722689 4518186.061572744, 519587.90439522336 4518186.678782006, 519588.0800322617 4518187.2154857125))",random,3
449,65,,22W_14,David,"POLYGON ((519587.7638855927 4518179.191765299, 519589.06359967653 4518179.460117153, 519589.09872708423 4518178.547720851, 519588.71232559986 4518178.2256986275, 519587.8692678157 4518178.359874554, 519587.7638855927 4518179.191765299))",random,4
450,66,NaN,22W_0,David,"POLYGON ((519853.93829897663 4519328.3795609865, 519854.33054017794 4519328.698256962, 519855.2270914953 4519328.5123509765, 519855.78743606864 4519328.034307012, 519855.4512293246 4519327.450031056, 519854.75079860794 4519327.290683068, 519854.07838511997 4519327.503147052, 519853.93829897663 4519328.3795609865))",random,0
451,67,NaN,22W_0,David,"POLYGON ((519860.298209884 4519320.624625568, 519860.8585544573 4519320.86364755, 519861.39088180196 4519320.120023606, 519860.77450277127 4519319.80132763, 519860.27019265527 4519319.93411762, 519860.298209884 4519320.624625568))",random,1
453,69,NaN,22W_0,David,"POLYGON ((519861.30216057785 4519304.506158265, 519861.71891685424 4519305.143550217, 519862.2547463525 4519305.143550217, 519862.2249780471 4519304.324046279, 519861.6891485488 4519304.020526302, 519861.30216057785 4519304.506158265))",random,2
